EDU1_pos;EDU1_text;EDU2_pos;EDU2_text;Text_id;Relation
28;повлекло за собой цепь трагических последствий для абхазского народа,;29;превратившегося со временем в этническое меньшинство на исконной земле своего обитания.;18;joint_M
30;##### Оказавшись на крайней черте, у провала в политическое небытие, Абхазия невероятными усилиями вернула себе независимый статус,;31;воспользовавшись окном возможностей, приоткрывшимся в момент распада СССР.;18;joint_M
32;##### Современные российские правители могут гордиться:;33;они помогли чудесному возрождению абхазской государственности,;18;no_relation
32;##### Современные российские правители могут гордиться:;34;признали в августе 2008 года независимость Абхазии;18;no_relation
32;##### Современные российские правители могут гордиться:;35;и тем самым в какой-то мере исправили то,;18;no_relation
32;##### Современные российские правители могут гордиться:;36;что натворили их дореволюционные предшественники.;18;no_relation
33;они помогли чудесному возрождению абхазской государственности,;34;признали в августе 2008 года независимость Абхазии;18;evidence_SN
33;они помогли чудесному возрождению абхазской государственности,;35;и тем самым в какой-то мере исправили то,;18;no_relation
33;они помогли чудесному возрождению абхазской государственности,;36;что натворили их дореволюционные предшественники.;18;no_relation
34;признали в августе 2008 года независимость Абхазии;35;и тем самым в какой-то мере исправили то,;18;no_relation
34;признали в августе 2008 года независимость Абхазии;36;что натворили их дореволюционные предшественники.;18;no_relation
35;и тем самым в какой-то мере исправили то,;36;что натворили их дореволюционные предшественники.;18;elaboration_SN
38;##### Абхазия, обладавшая собственной государственностью с античных времён,;39;сыграла немаловажную роль в средневековой грузинской истории.;18;joint_M
40;##### В VIII—X веках Абхазское княжество, отбившееся от нашествия арабов,;41;стало центром, вокруг которого объединялись соседние грузинские земли.;18;sequence_M
44;Но грузинами абхазы не стали,;45;они сохранили самобытный общественный уклад и свой язык.;18;joint_M
46;##### В XV веке, после распада державы Багратидов,;47;Абхазия вернулась к исходному независимому статусу,;18;sequence_M
46;##### В XV веке, после распада державы Багратидов,;48;но в XVI веке оказалась под властью Османской империи.;18;sequence_M
47;Абхазия вернулась к исходному независимому статусу,;48;но в XVI веке оказалась под властью Османской империи.;18;sequence_M
49;А затем, воспользовавшись покровительством русского царя,;50;освободилась из-под турецкого ига.;18;sequence_M
51;##### Указанные факты, общеизвестные и в достаточной мере документированные, достойны упоминания хотя бы потому, что;52;они решительно отвергаются многими грузинскими историками и публицистами,;18;no_relation
51;##### Указанные факты, общеизвестные и в достаточной мере документированные, достойны упоминания хотя бы потому, что;53;старающимися на разные лады доказать,;18;no_relation
51;##### Указанные факты, общеизвестные и в достаточной мере документированные, достойны упоминания хотя бы потому, что;54;что не абхазы, а грузины населяли Абхазию в древности;18;no_relation
51;##### Указанные факты, общеизвестные и в достаточной мере документированные, достойны упоминания хотя бы потому, что;55;и заложили на абхазской земле первые камни в фундамент будущего царства Тамары Великой.;18;no_relation
52;они решительно отвергаются многими грузинскими историками и публицистами,;53;старающимися на разные лады доказать,;18;joint_M
52;они решительно отвергаются многими грузинскими историками и публицистами,;54;что не абхазы, а грузины населяли Абхазию в древности;18;joint_M
52;они решительно отвергаются многими грузинскими историками и публицистами,;55;и заложили на абхазской земле первые камни в фундамент будущего царства Тамары Великой.;18;joint_M
53;старающимися на разные лады доказать,;54;что не абхазы, а грузины населяли Абхазию в древности;18;joint_M
53;старающимися на разные лады доказать,;55;и заложили на абхазской земле первые камни в фундамент будущего царства Тамары Великой.;18;joint_M
54;что не абхазы, а грузины населяли Абхазию в древности;55;и заложили на абхазской земле первые камни в фундамент будущего царства Тамары Великой.;18;joint_M
57;##### Бедствия, постигшие Абхазию после 1864 года,;58;не оставили равнодушными лидеров прогрессивной грузинской общественности.;18;same-unit_M
60;##### Переселенцы из Грузии в ту пору ещё признавали,;61;что селятся на земле абхазов,;18;comparison_M
60;##### Переселенцы из Грузии в ту пору ещё признавали,;62;и вражды между двумя народами не было.;18;comparison_M
61;что селятся на земле абхазов,;62;и вражды между двумя народами не было.;18;comparison_M
63;##### Вожди Грузинской Демократической Республики, оккупировавшей Абхазию в 1918— 1921 годах, взяли на вооружение идеи демократов XIX века,;64;но уже не считались с какими-то правами абхазов.;18;joint_M
65;##### Затем, после недолгих лет относительно самостоятельного существования Абхазской Советской Республики (провозглашённой в 1921 году), абхазский народ оказался под непосредственной властью Лаврентия Берии,;66;возглавлявшего в 30-х годах минувшего века Грузинскую ССР (в состав которой — под давлением Сталина — Абхазия в 1931 году вошла на правах автономии).;18;background_NS
67;##### Репрессии 30-х годов и массовые переселения грузин из Мингрелии, организованные тогда тбилисскими правителями,;68;существенно изменили демографический облик Абхазии.;18;cause-effect_SN
72;Объединяющим фактором для этой многонациональной общности стал русский язык — язык Пушкина и Фазиля Искандера,;73;которым владело большинство жителей Абхазской АССР.;18;background_NS
76;Москва не поддержала инициаторов этого движения,;77;но и не позволила расправиться с ними,;18;joint_M
76;Москва не поддержала инициаторов этого движения,;78;как того желало тбилисское руководство.;18;no_relation
77;но и не позволила расправиться с ними,;78;как того желало тбилисское руководство.;18;cause-effect_NS
79;##### Консолидация многонационального большинства вокруг титульного меньшинства определила исход первых демократических выборов 1990 года,;80;после которых Верховный Совет Абхазии возглавил Владислав Ардзинба.;18;elaboration_NS
83;Так повелось в ту пору, когда русские самодержцы вписали в свой большой титул звание царей грузинских и иверских,;84;а потом не жалели «дружеских штыков» для защиты грузинских единоверцев.;18;sequence_M
87;##### Не умея различать, кто есть who на постсоветском пространстве,;88;Москва обменяла меньшее зло на большее, болтуна Гамсахурдиа — на матёрого интригана Шеварднадзе.;18;antithesis_SN
89;Этого бывшего главу перестроечного МИД СССР, прославленного предательством российских национальных интересов на переговорах с США,;90;российские власти поддержали, рассчитывая,;18;background_SN
89;Этого бывшего главу перестроечного МИД СССР, прославленного предательством российских национальных интересов на переговорах с США,;91;что он наведёт приличный порядок в дружественной Грузии.;18;no_relation
90;российские власти поддержали, рассчитывая,;91;что он наведёт приличный порядок в дружественной Грузии.;18;cause-effect_SN
94;Ельцину было не до кавказских дел;95;— он напрягался изо всех сил,;18;no_relation
94;Ельцину было не до кавказских дел;96;пытаясь удержать на плаву реформаторскую команду Гайдара;18;no_relation
94;Ельцину было не до кавказских дел;97;и не лечь на рельсы.;18;no_relation
95;— он напрягался изо всех сил,;96;пытаясь удержать на плаву реформаторскую команду Гайдара;18;no_relation
95;— он напрягался изо всех сил,;97;и не лечь на рельсы.;18;no_relation
96;пытаясь удержать на плаву реформаторскую команду Гайдара;97;и не лечь на рельсы.;18;joint_M
98;##### Курортники, бежавшие летом 1992 года (в тапочках и пижамах) из ласковой Гагры, затем многотысячные массы русскоязычных граждан разных национальностей,;99;спасавшихся от грузинских войск и бандитов из «Мхедриони»,;18;joint_M
98;##### Курортники, бежавшие летом 1992 года (в тапочках и пижамах) из ласковой Гагры, затем многотысячные массы русскоязычных граждан разных национальностей,;100;— такова была заставочная картинка хроники военных бедствий.;18;no_relation
99;спасавшихся от грузинских войск и бандитов из «Мхедриони»,;100;— такова была заставочная картинка хроники военных бедствий.;18;no_relation
102;##### По горячим следам трагедии народов, вобравшей в себя трагические сюжеты в судьбах великого множества отдельных людей,;103;российское общественное мнение не могло считать абсолютно правыми и безукоризненно пушистыми ни тех ни других участников конфликта.;18;background_SN
104;##### Чтобы признать победу абхазов триумфом исторической справедливости,;105;следовало также признать справедливым делом превращение 150 тыс. грузин в обездоленных изгнанников.;18;purpose_SN
106;А признание права всех этих изгнанников на возвращение к родным очагам было бы (в сложившихся после войны условиях);107;равнозначно отрицанию права на сохранение самостоятельной государственности абхазского народа.;18;restatement_M
108;##### Вмешавшись в конфликт post factum, когда уже все основные геройства и злодейства были совершены,;109;Москва разделила враждующие стороны «дружескими штыками» своего миротворческого контингента,;18;purpose_NS
108;##### Вмешавшись в конфликт post factum, когда уже все основные геройства и злодейства были совершены,;110;а потом в течение 15 лет пыталась играть роль объективного посредника, уговаривая примириться непримиримых врагов.;18;sequence_M
109;Москва разделила враждующие стороны «дружескими штыками» своего миротворческого контингента,;110;а потом в течение 15 лет пыталась играть роль объективного посредника, уговаривая примириться непримиримых врагов.;18;no_relation
112;##### За эту политику Россия заплатила серией осложнений на внешнеполитической арене, а также кровью своих миротворцев,;113;на которых периодически нападали грузинские боевики, проникавшие в Абхазию.;18;elaboration_NS
114;##### Подлинное отношение грузинских соседей к России проявилось самым наглядным образом в последние годы правления Шеварднадзе,;115;когда Панкисское ущелье превратилось в тыловую базу чеченских террористов.;18;cause-effect_NS
1;##### Департамент собственной безопасности (ДСБ) МВД РФ проводит проверку в отношении подполковника милиции Артема Кузнецова,;2;который является фигурантом обнародованного на минувшей неделе видеоролика об обстоятельствах смерти в СИЗО юриста Сергея Магнитского,;19;elaboration_NS
1;##### Департамент собственной безопасности (ДСБ) МВД РФ проводит проверку в отношении подполковника милиции Артема Кузнецова,;3;сообщает «Эхо Москвы».;19;attribution_NS
2;который является фигурантом обнародованного на минувшей неделе видеоролика об обстоятельствах смерти в СИЗО юриста Сергея Магнитского,;3;сообщает «Эхо Москвы».;19;no_relation
4;Видеоролик является частью информационной кампании на двуязычном сайте «Остановить неприкасаемых!» (russian-untouch ables.com),;5;где публикуются материалы о деле М агнитского,;19;elaboration_NS
4;Видеоролик является частью информационной кампании на двуязычном сайте «Остановить неприкасаемых!» (russian-untouch ables.com),;6;и в среду 23 июня появление ролика вызвало большой общественный резонанс в русскоязыч ных блогах, стало причиной публик аций в СМИ. В частности, интенсивное обсуждение ролика происходило в блоге известного общественного активиста Алексея Навального.;19;joint_M
5;где публикуются материалы о деле М агнитского,;6;и в среду 23 июня появление ролика вызвало большой общественный резонанс в русскоязыч ных блогах, стало причиной публик аций в СМИ. В частности, интенсивное обсуждение ролика происходило в блоге известного общественного активиста Алексея Навального.;19;no_relation
7;##### В ролике сообщается,;8;что американские юристы, связанные с инвестиционным фондом Hermitage Capital Management, с которым сотрудничал Магнитский, предоставили российским властям документы, подтверждающие факты крупных денежных расходов членов семьи Артема Кузнецова в России и других странах,;19;attribution_SN
7;##### В ролике сообщается,;9;несопоставимых с уровнем официально получаемых ими доходов.;19;no_relation
8;что американские юристы, связанные с инвестиционным фондом Hermitage Capital Management, с которым сотрудничал Магнитский, предоставили российским властям документы, подтверждающие факты крупных денежных расходов членов семьи Артема Кузнецова в России и других странах,;9;несопоставимых с уровнем официально получаемых ими доходов.;19;elaboration_NS
11;В частности, в ролике указывается,;12;что при официальной зарплате Кузнецова 850 долларов США в месяц в рублевом эквиваленте ему бы потребовалось работать 322 года,;19;attribution_SN
11;В частности, в ролике указывается,;13;чтобы заработать на имущество, записанное на его семью в течение последних нескольких лет.;19;no_relation
12;что при официальной зарплате Кузнецова 850 долларов США в месяц в рублевом эквиваленте ему бы потребовалось работать 322 года,;13;чтобы заработать на имущество, записанное на его семью в течение последних нескольких лет.;19;purpose_NS
15;Как пишет «Лента.ру»,;16;жалобы были направлены 21 мая,;19;no_relation
15;Как пишет «Лента.ру»,;17;ответов на них пока не поступало.;19;no_relation
16;жалобы были направлены 21 мая,;17;ответов на них пока не поступало.;19;joint_M
18;##### В апреле 2010 года американский сенатор Бен Кардин выступил с предложением аннулировать вьездные визы в США для 60 российских чиновников,;19;связанных со смертью Магнитского.;19;elaboration_NS
21;Решение об этом пока не принято,;22;но 24 июня Клинтон, выступая в Вашингтоне на российско-американском форуме «Гражданское общество — гражданскому обществу», что администрация Барака Обамы «глубоко озабочена» ситуацией вокруг дела Магнитского,;19;joint_M
21;Решение об этом пока не принято,;23;пишет газета Telegraph.;19;no_relation
22;но 24 июня Клинтон, выступая в Вашингтоне на российско-американском форуме «Гражданское общество — гражданскому обществу», что администрация Барака Обамы «глубоко озабочена» ситуацией вокруг дела Магнитского,;23;пишет газета Telegraph.;19;no_relation
24;Форум был приурочен к визиту в США российского президента Дмитрия Медведева,;25;но сам Медведев на нём не присутствовал.;19;contrast_M
26;##### Сторонники Магнитского отмечают,;27;что Артём Кузнецов со времени совершения приписываемых ему преступлений пошёл на повышение:;19;attribution_SN
26;##### Сторонники Магнитского отмечают,;28;ранее он служил в Управлении по налоговым преступлениям ГУВД Москвы,;19;no_relation
26;##### Сторонники Магнитского отмечают,;29;а с начала 2010 года перешел в Департамент экономической безопасности (ДЭБ) МВД.;19;no_relation
27;что Артём Кузнецов со времени совершения приписываемых ему преступлений пошёл на повышение:;28;ранее он служил в Управлении по налоговым преступлениям ГУВД Москвы,;19;elaboration_NS
27;что Артём Кузнецов со времени совершения приписываемых ему преступлений пошёл на повышение:;29;а с начала 2010 года перешел в Департамент экономической безопасности (ДЭБ) МВД.;19;elaboration_NS
28;ранее он служил в Управлении по налоговым преступлениям ГУВД Москвы,;29;а с начала 2010 года перешел в Департамент экономической безопасности (ДЭБ) МВД.;19;sequence_M
31;В частности, особый резонанс имело дело о коррупции в банке ВТБ,;32;инициированное Алексеем Навальным.;19;elaboration_NS
34;##### Комментаторы-активисты в блоге Навального сообщают о том,;35;что они направляют многочисленные запросы,;19;no_relation
34;##### Комментаторы-активисты в блоге Навального сообщают о том,;36;связанные с озвучиваемыми случаями,;19;no_relation
34;##### Комментаторы-активисты в блоге Навального сообщают о том,;37;в блог президента РФ Медеведева,;19;no_relation
34;##### Комментаторы-активисты в блоге Навального сообщают о том,;38;но такие комментарии не пропускаются модераторами блога.;19;no_relation
35;что они направляют многочисленные запросы,;36;связанные с озвучиваемыми случаями,;19;elaboration_NS
35;что они направляют многочисленные запросы,;37;в блог президента РФ Медеведева,;19;same-unit_M
35;что они направляют многочисленные запросы,;38;но такие комментарии не пропускаются модераторами блога.;19;contrast_M
36;связанные с озвучиваемыми случаями,;37;в блог президента РФ Медеведева,;19;no_relation
36;связанные с озвучиваемыми случаями,;38;но такие комментарии не пропускаются модераторами блога.;19;no_relation
37;в блог президента РФ Медеведева,;38;но такие комментарии не пропускаются модераторами блога.;19;contrast_M
39;Они также пишут обращения по Интернету и в письменном виде в надзорные органы власти,;40;но оттуда, как правило, либо не приходит ответов,;19;contrast_M
39;Они также пишут обращения по Интернету и в письменном виде в надзорные органы власти,;41;либо приходят формальные ответы характера «ваше сообщение принято к сведению».;19;contrast_M
40;но оттуда, как правило, либо не приходит ответов,;41;либо приходят формальные ответы характера «ваше сообщение принято к сведению».;19;joint_M
42;Сам Навальный регулярно публикует в своём блоге приходящие ему письменные ответы властей на его запросы о случаях коррупции среди высокопоставленных чиновников:;43;ответы в общем случае можно охарактеризовать как попытки избежать проведения следственных действий.;19;elaboration_NS
1;##### Главный тренер мюнхенского футбольного клуба «Бавария» Хосеп Гвардиола сказал наставнику московского «Спартака» Валерию Карпину,;2;что главное отличие между их командами заключается в уровне игроков.;20;attribution_SN
4;##### Карпин сообщил,;5;что в конце 2013 года он в течение недели общался с Гвардиолой.;20;attribution_SN
6;Тренер «Спартака» подчеркнул,;7;что главной задачей его встреч с наставником «Баварии» было самообразование.;20;attribution_SN
9;##### Карпин сказал,;10;что в тактике «Спартака» и «Баварии» есть сходства,;20;no_relation
9;##### Карпин сказал,;11;однако его подход не во всем совпадает с подходом Гвардиолы.;20;no_relation
10;что в тактике «Спартака» и «Баварии» есть сходства,;11;однако его подход не во всем совпадает с подходом Гвардиолы.;20;contrast_M
12;Так, по словам наставника «Спартака», тренер «Баварии» хочет добиться того,;13;чтобы его игроки почти не использовали контратаки,;20;purpose_NS
12;Так, по словам наставника «Спартака», тренер «Баварии» хочет добиться того,;14;а спартаковцы от контратак отказываться не собираются.;20;contrast_M
13;чтобы его игроки почти не использовали контратаки,;14;а спартаковцы от контратак отказываться не собираются.;20;no_relation
15;Карпин также отметил,;16;что у «Барселоны»,;20;no_relation
15;Карпин также отметил,;17;когда ее тренировал Гвардиола,;20;no_relation
15;Карпин также отметил,;18;«практически не было» позиционной обороны,;20;no_relation
15;Карпин также отметил,;19;и сейчас «Бавария» стремится к тому же.;20;no_relation
16;что у «Барселоны»,;17;когда ее тренировал Гвардиола,;20;elaboration_NS
16;что у «Барселоны»,;18;«практически не было» позиционной обороны,;20;same-unit_M
16;что у «Барселоны»,;19;и сейчас «Бавария» стремится к тому же.;20;joint_M
17;когда ее тренировал Гвардиола,;18;«практически не было» позиционной обороны,;20;no_relation
17;когда ее тренировал Гвардиола,;19;и сейчас «Бавария» стремится к тому же.;20;no_relation
18;«практически не было» позиционной обороны,;19;и сейчас «Бавария» стремится к тому же.;20;joint_M
21;##### Также в интервью «Чемпионат.com» Карпин выразил уверенность,;22;что «Спартак» под его руководством станет чемпионом России уже в сезоне-2013/14.;20;attribution_SN
24;Карпин выразил мнение,;25;что сейчас в «Спартаке» собрана «лучшая профессиональная команда» в истории столичного клуба.;20;attribution_SN
1;##### Адвокат семьи убитого москвича Ивана Агафонова обжаловала в Верховном суде приговор спортсмену Расулу Мирзаеву,;2;признанному виновным в убийстве.;21;elaboration_NS
4;##### Сегодня мы направили жалобу в Верховный суд,;5;где просим отменить все судебные решения по делу,;21;elaboration_NS
4;##### Сегодня мы направили жалобу в Верховный суд,;6;как приговор, так и кассационное определение.;21;no_relation
5;где просим отменить все судебные решения по делу,;6;как приговор, так и кассационное определение.;21;elaboration_NS
7;Дело просим отправить на новое рассмотрение»;8;заявила адвокат Оксана Михалкина.;21;attribution_NS
11;Осужденного освободили в зале суда,;12;так как день содержания в СИЗО засчитывается за два дня ограничения свободы.;21;cause-effect_NS
16;Спортсмен ударил юношу кулаком в лицо,;17;тот упал;21;sequence_M
16;Спортсмен ударил юношу кулаком в лицо,;18;и ударился головой об асфальт.;21;sequence_M
17;тот упал;18;и ударился головой об асфальт.;21;sequence_M
20;##### Юристы долгое время спорили,;21;квалифицировать дело по 109-й статье или по более тяжкой четвертой части 111-й статьи (причинение тяжкого вреда здоровью, повлекшего смерть потерпевшего);21;elaboration_NS
20;##### Юристы долгое время спорили,;22;Обычно в аналогичных случаях применяется 109-я статья,;21;elaboration_NS
20;##### Юристы долгое время спорили,;23;однако некоторые эксперты утверждали,;21;no_relation
20;##### Юристы долгое время спорили,;24;что как спортсмен Мирзаев обязан был предвидеть последствия своих действий.;21;elaboration_NS
21;квалифицировать дело по 109-й статье или по более тяжкой четвертой части 111-й статьи (причинение тяжкого вреда здоровью, повлекшего смерть потерпевшего);22;Обычно в аналогичных случаях применяется 109-я статья,;21;no_relation
21;квалифицировать дело по 109-й статье или по более тяжкой четвертой части 111-й статьи (причинение тяжкого вреда здоровью, повлекшего смерть потерпевшего);23;однако некоторые эксперты утверждали,;21;no_relation
21;квалифицировать дело по 109-й статье или по более тяжкой четвертой части 111-й статьи (причинение тяжкого вреда здоровью, повлекшего смерть потерпевшего);24;что как спортсмен Мирзаев обязан был предвидеть последствия своих действий.;21;no_relation
22;Обычно в аналогичных случаях применяется 109-я статья,;23;однако некоторые эксперты утверждали,;21;no_relation
22;Обычно в аналогичных случаях применяется 109-я статья,;24;что как спортсмен Мирзаев обязан был предвидеть последствия своих действий.;21;contrast_M
23;однако некоторые эксперты утверждали,;24;что как спортсмен Мирзаев обязан был предвидеть последствия своих действий.;21;attribution_SN
25;Обвинение было несколько раз переквалифицировано,;26;в рамках расследования провели большое количество экспертиз,;21;joint_M
25;Обвинение было несколько раз переквалифицировано,;27;давших противоречивые результаты о причине смерти (удар головой об асфальт или удар Мирзаева).;21;no_relation
1;##### Двадцать лет назад правительства приняли Монреальский протокол,;2;договор по защите озонового слоя Земли от выбросов разрушающих химикатов.;22;elaboration_NS
4;##### Протокол был однозначно направлен на снятие с производства веществ,;5;таких как хлорфторуглероды (ХФУ),;22;elaboration_NS
4;##### Протокол был однозначно направлен на снятие с производства веществ,;6;– имеющихся в таких изделиях как холодильники, пенопласт и лак для волос -;22;no_relation
4;##### Протокол был однозначно направлен на снятие с производства веществ,;7;для того чтобы восстановить тонкий газовый щит,;22;purpose_NS
4;##### Протокол был однозначно направлен на снятие с производства веществ,;8;который фильтрует вредные ультрафиолетовые лучи Солнца.;22;no_relation
5;таких как хлорфторуглероды (ХФУ),;6;– имеющихся в таких изделиях как холодильники, пенопласт и лак для волос -;22;elaboration_NS
5;таких как хлорфторуглероды (ХФУ),;7;для того чтобы восстановить тонкий газовый щит,;22;no_relation
5;таких как хлорфторуглероды (ХФУ),;8;который фильтрует вредные ультрафиолетовые лучи Солнца.;22;no_relation
6;– имеющихся в таких изделиях как холодильники, пенопласт и лак для волос -;7;для того чтобы восстановить тонкий газовый щит,;22;no_relation
6;– имеющихся в таких изделиях как холодильники, пенопласт и лак для волос -;8;который фильтрует вредные ультрафиолетовые лучи Солнца.;22;no_relation
7;для того чтобы восстановить тонкий газовый щит,;8;который фильтрует вредные ультрафиолетовые лучи Солнца.;22;elaboration_NS
9;К 2010 году около 100 озоноразрушающих веществ,;10;включая ХФУ,;22;elaboration_NS
9;К 2010 году около 100 озоноразрушающих веществ,;11;будут сняты с производства повсеместно.;22;same-unit_M
10;включая ХФУ,;11;будут сняты с производства повсеместно.;22;no_relation
14;##### Но это только часть истории,;15;которую мы празднуем в международный день сохранения озонового слоя (16 сентября).;22;elaboration_NS
16;За последние два года было также установлено, что Монреальский протокол сберег человечество от значительного изменения климата,;17;так как газы, которые он запрещает, способствуют глобальному потеплению.;22;evidence_NS
18;##### Действительно, в исследованиях, проведенных в 2007 году, подсчитано, что результатом применения положений договора об озоновом слое с 1990 года является;19;уменьшение выбросов C02 общим количеством 135 миллиардов тонн,;22;cause-effect_SN
18;##### Действительно, в исследованиях, проведенных в 2007 году, подсчитано, что результатом применения положений договора об озоновом слое с 1990 года является;20;что соответствует отсрочке глобального потепления на 7-12 лет.;22;no_relation
19;уменьшение выбросов C02 общим количеством 135 миллиардов тонн,;20;что соответствует отсрочке глобального потепления на 7-12 лет.;22;elaboration_NS
22;Ученые сейчас подсчитали, что причиной около 50% климатических изменений является;23;не C02,;22;cause-effect_NS
22;Ученые сейчас подсчитали, что причиной около 50% климатических изменений является;24;а другие газы и загрязняющие вещества,;22;cause-effect_NS
22;Ученые сейчас подсчитали, что причиной около 50% климатических изменений является;25;включая азотные соединения, расположенный у земли озон, формируемый загрязнением, и сажа.;22;no_relation
23;не C02,;24;а другие газы и загрязняющие вещества,;22;contrast_M
23;не C02,;25;включая азотные соединения, расположенный у земли озон, формируемый загрязнением, и сажа.;22;no_relation
24;а другие газы и загрязняющие вещества,;25;включая азотные соединения, расположенный у земли озон, формируемый загрязнением, и сажа.;22;elaboration_NS
28;##### Между тем, выбросы многих из этих газов нужно сократить;29;из-за их огромного влияния на здоровье людей, на сельское хозяйство и на экосистемы планеты стоимостью многие триллионы долларов,;22;cause-effect_NS
28;##### Между тем, выбросы многих из этих газов нужно сократить;30;включая леса.;22;no_relation
